41,1
21,1
52,1
52,1
52,1
52,1
52,1
52,1
42,1
52,1
52,1
52,1
52,1
52,1
52,1
50,1
52,1
52,1
50,1
52,1
40,1
42,1
52,1
52,1
52,1
41,1
49,1
52,1
50,1
52,1
49,1
52,1
48,1
49,1
51,1
49,1
48,1
52,1
52,1
52,1
52,1
51,1
49,1
52,1
52,1
52,1
50,1
43,1
40,1
40,1
21,1
43,1
41,1
52,1
52,1
52,1
52,1
52,1
52,1
2,1
52,1
49,1
50,1
52,1
48,1
52,1
48,1
52,1
52,1
46,1
26,1
46,1
49,1
46,1
20,1
17,1
36,1
19,1
23,1
38,1
17,1
52,1
52,1
52,1
35,1
52,1
40,1
10,1
10,1
52,1
16,1
52,1
52,1
27,1
39,1
36,1
31,1
29,1
22,1
37,1
29,1
28,1
39,1
52,1
34,1
52,1
52,1
52,1
52,1
28,1
52,1
32,1
26,1
52,1
35,1
52,1
28,1
52,1
50,1
47,1
41,1
37,1
52,1
52,1
52,1
28,1
50,1
44,1
40,1
30,1
34,1
18,1
35,1
34,1
28,1
26,1
29,1
32,1
37,1
39,1
30,1
52,1
45,1
50,1
38,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
46,1
42,1
43,1
41,1
29,1
27,1
45,1
50,1
52,1
36,1
43,1
52,1
52,1
52,1
47,1
52,1
52,1
49,1
52,1
51,1
50,1
52,1
43,1
52,1
30,1
39,1
47,1
52,1
43,1
51,1
39,1
52,1
20,1
52,1
52,1
52,1
52,1
52,1
50,1
43,1
52,1
44,1
48,1
49,1
37,1
30,1
40,1
44,1
52,1
52,1
46,1
49,1
38,1
29,1
47,1
34,1
35,1
39,1
39,1
43,1
52,1
52,1
41,1
48,1
48,1
46,1
50,1
40,1
46,1
52,1
45,1
28,1
35,1
49,1
44,1
45,1
45,1
46,1
52,1
52,1
49,1
44,1
43,1
47,1
40,1
50,1
44,1
51,1
52,1
52,1
52,1
49,1
46,1
43,1
42,1
39,1
41,1
52,1
39,1
50,1
43,1
44,1
52,1
52,1
52,1
52,1
52,1
33,1
49,1
52,1
45,1
39,1
41,1
46,1
47,1
50,1
37,1
34,1
23,1
24,1
22,1
42,1
30,1
43,1
50,1
49,1
52,1
47,1
48,1
45,1
39,1
39,1
31,1
41,1
47,1
37,1
38,1
50,1
52,1
49,1
27,1
42,1
43,1
49,1
52,1
51,1
52,1
52,1
47,1
41,1
45,1
41,1
45,1
36,1
37,1
38,1
19,1
28,1
26,1
36,1
42,1
44,1
43,1
45,1
42,1
43,1
44,1
42,1
41,1
47,1
43,1
43,1
35,1
46,1
46,1
46,1
45,1
46,1
38,1
45,1
36,1
43,1
36,1
33,1
43,1
41,1
44,1
48,1
45,1
38,1
47,1
40,1
46,1
36,1
39,1
27,1
34,1
26,1
33,1
28,1
36,1
33,1
30,1
36,1
41,1
46,1
40,1
44,1
41,1
24,1
44,1
43,1
49,1
40,1
35,1
34,1
37,1
43,1
46,1
52,1
47,1
44,1
49,1
52,1
52,1
38,1
52,1
46,1
15,1
36,1
52,1
42,1
37,1
52,1
50,1
52,1
52,1
52,1
52,1
42,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
37,1
41,1
52,1
52,1
37,1
42,1
52,1
52,1
52,1
52,1
44,1
52,1
52,1
52,1
52,1
48,1
46,1
52,1
45,1
52,1
10,1
50,1
52,1
46,1
52,1
52,1
52,1
49,1
50,1
52,1
52,1
46,1
46,1
52,1
30,1
37,1
52,1
52,1
52,1
41,1
42,1
52,1
52,1
52,1
52,1
35,1
49,1
52,1
52,1
52,1
52,1
44,1
46,1
52,1
52,1
52,1
50,1
52,1
49,1
52,1
49,1
52,1
52,1
41,1
52,1
52,1
52,1
52,1
35,1
52,1
52,1
52,1
48,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
47,1
50,1
52,1
52,1
47,1
52,1
44,1
48,1
35,1
52,1
14,1
52,1
39,1
42,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
45,1
13,1
30,1
42,1
29,1
42,1
52,1
27,1
18,1
50,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
43,1
43,1
52,1
52,1
52,1
52,1
52,1
50,1
45,1
27,1
52,1
49,1
52,1
21,1
25,1
5,1
31,1
52,1
28,1
23,1
20,1
12,1
5,1
36,1
40,1
36,1
26,1
31,1
32,1
35,1
35,1
30,1
36,1
25,1
30,1
31,1
31,1
27,1
30,1
38,1
38,1
32,1
39,1
37,1
33,1
32,1
25,1
33,1
29,1
36,1
31,1
43,1
42,1
37,1
15,1
20,1
52,1
52,1
51,1
49,1
52,1
52,1
52,1
45,1
46,1
49,1
52,1
52,1
45,1
45,1
38,1
36,1
35,1
36,1
42,1
46,1
5,1
38,1
43,1
37,1
36,1
10,1
28,1
31,1
47,1
29,1
52,1
38,1
43,1
33,1
26,1
35,1
35,1
25,1
39,1
45,1
45,1
44,1
44,1
18,1
27,1
18,1
43,1
19,1
36,1
36,1
17,1
21,1
17,1
36,1
36,1
38,1
38,1
36,1
36,1
36,1
36,1
36,1
24,1
16,1
24,1
5,1
36,1
36,1
35,1
30,1
39,1
37,1
27,1
31,1
44,1
30,1
34,1
38,1
41,1
17,1
35,1
19,1
23,1
29,1
19,1
41,1
37,1
42,1
10,1
20,1
32,3
6,1
21,1
5,1
10,1
10,1
23,1
36,1
30,1
26,1
26,1
29,1
48,1
41,1
43,1
29,1
41,1
43,1
37,1
37,1
37,1
38,1
34,1
31,1
35,1
40,1
37,1
36,1
45,1
45,1
44,1
43,1
35,1
34,1
35,1
36,1
38,1
37,1
37,1
40,1
33,1
42,1
38,1
32,1
33,1
39,1
40,1
39,1
32,1
22,1
27,1
28,1
38,1
29,1
18,1
23,1
28,1
21,1
33,1
31,1
17,1
35,1
37,1
37,1
35,1
33,1
27,1
35,1
35,1
34,1
29,1
36,1
36,1
35,1
25,1
28,1
31,1
36,1
26,1
18,1
35,1
19,1
18,1
31,1
8,1
40,1
34,1
32,1
29,1
36,1
36,1
36,1
36,1
30,1
23,1
31,1
33,1
36,1
22,1
27,1
25,1
37,1
20,1
33,1
33,1
33,1
35,1
32,1
35,1
35,1
32,1
35,1
36,1
37,1
36,1
35,1
37,1
